series_key,metric_family,procedure_type,procedure_group,procedure,geo,dimension_type,dimension,metric_name,unit,year_count,years,missing_2020_2024,comparability_class,note
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Brazil|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Brazil,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Colombia|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Colombia,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Germany|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Germany,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Global|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Global,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Greece|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Greece,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|India|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,India,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Italy|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Italy,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Japan,,,procedure volume,procedures,3,"2021,2022,2024","2020,2023",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Mexico|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Mexico,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Spain|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Spain,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Thailand|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Thailand,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|Turkiye|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,Turkiye,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|UK|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Non-Surgical Skin Tightening|United States|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Non-Surgical Skin Tightening,United States,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Total Facial Rejuvenation Procedures|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Total Facial Rejuvenation Procedures,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Total Facial Rejuvenation Procedures|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Total Facial Rejuvenation Procedures,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Total Facial Rejuvenation Procedures|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Total Facial Rejuvenation Procedures,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Facial Rejuvenation|Total Facial Rejuvenation Procedures|UK|||procedure volume|procedures,procedure_volume,non_surgical,Facial Rejuvenation,Total Facial Rejuvenation Procedures,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Botulinum Toxin|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Botulinum Toxin,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Botulinum Toxin|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Botulinum Toxin,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Botulinum Toxin|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Botulinum Toxin,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Botulinum Toxin|UK|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Botulinum Toxin,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Calcium Hydroxylapatite|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Calcium Hydroxylapatite,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Calcium Hydroxylapatite|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Calcium Hydroxylapatite,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Calcium Hydroxylapatite|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Calcium Hydroxylapatite,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Calcium Hydroxylapatite|UK|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Calcium Hydroxylapatite,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Hyaluronic Acid|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Hyaluronic Acid,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Hyaluronic Acid|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Hyaluronic Acid,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Hyaluronic Acid|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Hyaluronic Acid,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Hyaluronic Acid|UK|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Hyaluronic Acid,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Total Injectables Procedures|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Total Injectables Procedures,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Total Injectables Procedures|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Total Injectables Procedures,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Total Injectables Procedures|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Total Injectables Procedures,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Injectables|Total Injectables Procedures|UK|||procedure volume|procedures,procedure_volume,non_surgical,Injectables,Total Injectables Procedures,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Argentina|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Argentina,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Brazil|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Brazil,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Colombia|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Colombia,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Germany|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Germany,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Global|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Global,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Greece|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Greece,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|India|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,India,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Italy|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Italy,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Mexico|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Mexico,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Spain|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Spain,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Thailand|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Thailand,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|Turkiye|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,Turkiye,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Cellulite Treatment|United States|||procedure volume|procedures,procedure_volume,non_surgical,Other,Cellulite Treatment,United States,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Hair Removal|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Other,Hair Removal,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Hair Removal|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Other,Hair Removal,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Hair Removal|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Other,Hair Removal,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Hair Removal|UK|||procedure volume|procedures,procedure_volume,non_surgical,Other,Hair Removal,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Argentina|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Argentina,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Brazil|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Brazil,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Colombia|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Colombia,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Germany|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Germany,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Global|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Global,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Greece|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Greece,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|India|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,India,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Italy|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Italy,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Japan,,,procedure volume,procedures,3,"2021,2022,2024","2020,2023",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Mexico|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Mexico,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Spain|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Spain,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Thailand|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Thailand,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|Turkiye|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,Turkiye,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Non-Surgical Fat Reduction|United States|||procedure volume|procedures,procedure_volume,non_surgical,Other,Non-Surgical Fat Reduction,United States,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Total Other Procedures|Iran|||procedure volume|procedures,procedure_volume,non_surgical,Other,Total Other Procedures,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Total Other Procedures|Japan|||procedure volume|procedures,procedure_volume,non_surgical,Other,Total Other Procedures,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Total Other Procedures|Romania|||procedure volume|procedures,procedure_volume,non_surgical,Other,Total Other Procedures,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical|Other|Total Other Procedures|UK|||procedure volume|procedures,procedure_volume,non_surgical,Other,Total Other Procedures,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||Cellulite Treatment|Global|||procedure volume|procedures,procedure_volume,non_surgical,,Cellulite Treatment,Global,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||Non-Surgical Fat Reduction|Global|||procedure volume|procedures,procedure_volume,non_surgical,,Non-Surgical Fat Reduction,Global,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||Non-Surgical Skin Tightening|Global|||procedure volume|procedures,procedure_volume,non_surgical,,Non-Surgical Skin Tightening,Global,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||TOTAL INJECTABLES PROCEDURES|Global|||procedure volume|procedures,procedure_volume,non_surgical,,TOTAL INJECTABLES PROCEDURES,Global,,,procedure volume,procedures,4,"2020,2021,2022,2023",2024,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||TOTAL NON-SURGICAL PROCEDURES|Global|||procedure volume|procedures,procedure_volume,non_surgical,,TOTAL NON-SURGICAL PROCEDURES,Global,,,procedure volume,procedures,4,"2021,2022,2023,2024",2020,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||Total Non-Surgical Procedures|Iran|||procedure volume|procedures,procedure_volume,non_surgical,,Total Non-Surgical Procedures,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||Total Non-Surgical Procedures|Japan|||procedure volume|procedures,procedure_volume,non_surgical,,Total Non-Surgical Procedures,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||Total Non-Surgical Procedures|Romania|||procedure volume|procedures,procedure_volume,non_surgical,,Total Non-Surgical Procedures,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|non_surgical||Total Non-Surgical Procedures|UK|||procedure volume|procedures,procedure_volume,non_surgical,,Total Non-Surgical Procedures,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Abdominoplasty|Iran|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Abdominoplasty,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Abdominoplasty|Japan|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Abdominoplasty,Japan,,,procedure volume,procedures,4,"2020,2021,2022,2024",2023,trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Abdominoplasty|Romania|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Abdominoplasty,Romania,,,procedure volume,procedures,3,"2021,2022,2023","2020,2024",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Abdominoplasty|UK|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Abdominoplasty,UK,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Argentina|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Argentina,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Brazil|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Brazil,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Colombia|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Colombia,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Germany|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Germany,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Global|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Global,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Greece|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Greece,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|India|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,India,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Iran|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Iran,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Italy|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Italy,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Mexico|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Mexico,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
procedure_volume|surgical|Body & Extremities|Buttock Augmentation|Spain|||procedure volume|procedures,procedure_volume,surgical,Body & Extremities,Buttock Augmentation,Spain,,,procedure volume,procedures,3,"2022,2023,2024","2020,2021",trend_partial,Comparable as a partial multi-year trend; inspect missing years before charting.
